aza,IsClientConverted,cust_type,org_code,CRMContactID,SellingCurrency,notification_type,channel,ref_var,BuyingCurrency,SellingAmount,BuyingAmount,ClientRate,BaseCurrency,BaseSellingAmount,BaseBuyingAmount,NetProfit,FinalProfit,Margin,trade_contact_id,reg_mode,source_of_fund,SourceApplication,Purpose,source,Age,Gender_Male,trade_acc_id,FrequencyOfVisit,TimeSpent_seconds,FreqOfVisit_var,TS_var,Margin_Var,Purpose_Var,SourceApplication_Var,TradeContactID_Var,Age_Var,Cluster
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,98000.0,18776.8,0.1916,16,18659.31,18565.92,93.39,93.39,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,70000.0,13475.0,0.1925,16,13446.84,13379.53,67.31,67.31,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,25000.0,4805.0,0.1922,16,4894.65,4870.15,24.5,24.5,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,30500.0,5831.6,0.1912,16,5887.58,5858.12,29.46,29.46,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
Taif,1,PFX,Currencies Direct,0030O00001seqRgQAI,41,NOTIFY_SMS_EMAIL,Website,0,16,6400.0,1223.68,0.1912,16,1239.33,1233.12,6.21,6.21,0.1,339044.0,InPerson,Salary,11.0,11.0,Affiliate,60.0,0,264989.0,459.0,872864.0,1,1,0,0,0,0,0,0
